id,전력사용량(kWh)_stage1_pred,지상무효전력량(kVarh)_stage1_pred,진상무효전력량(kVarh)_stage1_pred,탄소배출량(tCO2)_stage1_pred,지상역률(%)_stage1_pred,진상역률(%)_stage1_pred
32159,4.112225147336748,3.13076511990851,0.905031054933146,0.0,82.7883178791864,96.36944996187475
32064,12.4489298753113,2.351091636037606,0.1042432568656799,0.0,84.08980554721448,99.88321664195766
32065,12.446158133076892,2.351091636037606,0.1042432568656799,0.0,83.73758382624862,99.88321664195766
32066,12.701250968150609,2.351091636037606,0.1042432568656799,0.0,84.26874041802243,99.88321664195766
32067,12.047357170499964,2.4136667473827056,0.1042432568656799,0.0,81.57989765108356,99.88321664195766
32068,12.047357170499964,2.4136667473827056,0.1042432568656799,0.0,81.57989765108356,99.88321664195766
32069,12.047357170499964,2.0408286751363023,0.1042432568656799,0.0,81.57989765108356,99.88321664195766
32070,13.199718570739902,2.0408286751363023,0.1042432568656799,0.0,81.74632692993855,99.88321664195766
32071,13.199718570739902,1.9908965821192122,0.1042432568656799,0.0,82.12919761312536,99.88321664195766
32072,13.258274179591044,1.9005984345645763,0.1042432568656799,0.0,82.12919761312536,99.88321664195766
32073,13.258274179591044,1.9005984345645763,0.1042432568656799,0.0,82.12078859507291,99.88321664195766
32074,13.258274179591044,2.2489528574753983,0.1042432568656799,0.0,87.21979570408737,99.88321664195766
32075,13.258274179591044,2.2591686437596095,0.1042432568656799,0.0,87.49245910298913,99.88321664195766
32076,20.25857521759653,2.456433382820969,0.1042432568656799,0.0,87.21107422469085,99.88321664195766
32077,24.488490445221025,2.456433382820969,0.1042432568656799,0.0,86.19545179722377,99.88321664195766
32078,24.488490445221025,2.456433382820969,0.1042432568656799,0.0,86.19545179722377,99.88321664195766
32079,24.488490445221025,2.5817007886311316,0.1042432568656799,0.0,86.19545179722377,99.88321664195766
32080,24.488490445221025,2.456433382820969,0.1042432568656799,0.0,86.19545179722377,99.88321664195766
32081,24.488490445221025,2.456433382820969,0.1042432568656799,0.0,86.19545179722377,99.88321664195766
32082,24.488490445221025,2.456433382820969,0.1042432568656799,0.0,86.19545179722377,99.88321664195766
32083,24.488490445221025,2.456433382820969,0.1042432568656799,0.0,86.19545179722377,99.88619225342964
32084,24.488490445221025,2.456433382820969,0.1042432568656799,0.0,86.53553662628302,99.88619225342964
32085,24.488490445221025,2.456433382820969,0.1042432568656799,0.0,86.53553662628302,99.88619225342964
32086,24.488490445221025,2.456433382820969,0.1042432568656799,0.0,86.53553662628302,99.88619225342964
32087,23.243496295935195,2.4024805545711523,0.1042432568656799,0.0,86.53553662628302,99.88619225342964
32088,23.243496295935195,2.4024805545711523,0.1042432568656799,0.0,86.53553662628302,99.88619225342964
32089,23.243496295935195,2.4024805545711523,0.10270013880427262,0.0,86.53553662628302,99.88139006061407
32090,23.243496295935195,2.4024805545711523,-0.06983491222678695,0.0,86.53553662628302,99.82909548206185
32091,23.28588206180393,2.4024805545711523,-0.06983491222678695,0.0,86.37538893427346,99.82909548206185
32092,23.28588206180393,2.4024805545711523,-0.053683241176599374,0.0,87.53459337442473,99.82909548206185
32093,24.66314781464557,2.311311809863115,-0.053683241176599374,0.0,88.41370169927073,99.82909548206185
32094,24.967876873468775,2.436579215673278,-0.053683241176599374,0.0,88.41370169927073,99.82909548206185
32095,24.967876873468775,2.548741122503932,-0.053683241176599374,0.0,88.45538190668947,99.82909548206185
32096,27.739852577534826,4.778147177968373,-0.053683241176599374,0.0,88.77687697809058,99.82909548206185
32097,27.691539113498095,2.4260107225043193,-0.053683241176599374,0.0,88.3418783489318,99.82909548206185
32098,24.73075803823206,2.345660877946391,0.11825357471804654,0.0,91.20594523459881,94.13927366606293
32099,24.73075803823206,6.880655879168159,1.1184334079875393,0.0,94.47728882127791,90.0359757020381
32100,45.82870311617947,21.400436503475216,5.567865903141934,0.02,98.0587118046376,76.91818683618018
32101,32.52145149183738,3.7248018063635397,0.13601456809477083,0.06,92.87772725479537,99.54489733425869
32102,33.44535167913006,3.7248018063635397,0.06521557630239379,0.06,92.84151866090959,99.54489733425869
32103,32.52145149183738,3.7248018063635397,0.06521557630239379,0.06,92.76553400356933,99.54489733425869
32104,47.03154297200351,6.6634025065009865,1.1808811039370624,0.02,92.51626312783088,98.76542511648675
32105,29.831869834765847,4.624802551611749,0.026913622749987362,0.0,93.60378339124871,99.54489733425869
32106,25.94781996201359,4.624802551611749,0.010912048737169226,0.0,93.60800865668861,99.54489733425869
32107,23.92126640344013,3.3169860076583224,0.0008805357405301806,0.0,92.09416964681314,99.54489733425869
32108,23.988597236056158,3.3000743907641965,-0.018543528386955825,0.0,88.39232754132989,100.46414603285366
32109,23.441535343691335,3.3020890815500272,-0.018543528386955825,0.0,88.75843877487969,99.83062661930282
32110,19.888621202353576,3.3020890815500272,-0.00448944072795783,0.0,88.43297054521989,99.75500917811645
32111,20.05173635644968,3.2903719985305546,0.12471992712637667,0.0,88.98673024870513,99.75500917811645
